"test case","param1","param2","param3","expected output"
"1","1","0","5","6","6","passed"
"2","1","0","6","7","7","passed"
"3","1","0","5000","5001","5001","passed"
"4","1","0","4999","5000","5000","passed"
"5","1","0","2502","2503","2503","passed"
"6","1","1","5","7","7","passed"
"7","1","1","6","8","8","passed"
"8","1","1","5000","5002","5002","passed"
"9","1","1","4999","5001","5001","passed"
"10","1","1","2502","2504","2504","passed"
"11","1","100000","5","100006","100006","passed"
"12","1","100000","6","100007","100007","passed"
"13","1","100000","5000","105001","105001","passed"
"14","1","100000","4999","105000","105000","passed"
"15","1","100000","2502","102503","102503","passed"
"16","1","99999","5","100005","100005","passed"
"17","1","99999","6","100006","100006","passed"
"18","1","99999","5000","105000","105000","passed"
"19","1","99999","4999","104999","104999","passed"
"20","1","99999","2502","102502","102502","passed"
"21","1","50000","5","50006","50006","passed"
"22","1","50000","6","50007","50007","passed"
"23","1","50000","5000","55001","55001","passed"
"24","1","50000","4999","55000","55000","passed"
"25","1","50000","2502","52503","52503","passed"
"26","2","0","5","7","7","passed"
"27","2","0","6","8","8","passed"
"28","2","0","5000","5002","5002","passed"
"29","2","0","4999","5001","5001","passed"
"30","2","0","2502","2504","2504","passed"
"31","2","1","5","8","8","passed"
"32","2","1","6","9","9","passed"
"33","2","1","5000","5003","5003","passed"
"34","2","1","4999","5002","5002","passed"
"35","2","1","2502","2505","2505","passed"
"36","2","100000","5","100007","100007","passed"
"37","2","100000","6","100008","100008","passed"
"38","2","100000","5000","105002","105002","passed"
"39","2","100000","4999","105001","105001","passed"
"40","2","100000","2502","102504","102504","passed"
"41","2","99999","5","100006","100006","passed"
"42","2","99999","6","100007","100007","passed"
"43","2","99999","5000","105001","105001","passed"
"44","2","99999","4999","105000","105000","passed"
"45","2","99999","2502","102503","102503","passed"
"46","2","50000","5","50007","50007","passed"
"47","2","50000","6","50008","50008","passed"
"48","2","50000","5000","55002","55002","passed"
"49","2","50000","4999","55001","55001","passed"
"50","2","50000","2502","52504","52504","passed"
"51","1000","0","5","1005","1005","passed"
"52","1000","0","6","1006","1006","passed"
"53","1000","0","5000","6000","6000","passed"
"54","1000","0","4999","5999","5999","passed"
"55","1000","0","2502","3502","3502","passed"
"56","1000","1","5","1006","1006","passed"
"57","1000","1","6","1007","1007","passed"
"58","1000","1","5000","6001","6001","passed"
"59","1000","1","4999","6000","6000","passed"
"60","1000","1","2502","3503","3503","passed"
"61","1000","100000","5","101005","101005","passed"
"62","1000","100000","6","101006","101006","passed"
"63","1000","100000","5000","106000","106000","passed"
"64","1000","100000","4999","105999","105999","passed"
"65","1000","100000","2502","103502","103502","passed"
"66","1000","99999","5","101004","101004","passed"
"67","1000","99999","6","101005","101005","passed"
"68","1000","99999","5000","105999","105999","passed"
"69","1000","99999","4999","105998","105998","passed"
"70","1000","99999","2502","103501","103501","passed"
"71","1000","50000","5","51005","51005","passed"
"72","1000","50000","6","51006","51006","passed"
"73","1000","50000","5000","56000","56000","passed"
"74","1000","50000","4999","55999","55999","passed"
"75","1000","50000","2502","53502","53502","passed"
"76","999","0","5","1004","1004","passed"
"77","999","0","6","1005","1005","passed"
"78","999","0","5000","5999","5999","passed"
"79","999","0","4999","5998","5998","passed"
"80","999","0","2502","3501","3501","passed"
"81","999","1","5","1005","1005","passed"
"82","999","1","6","1006","1006","passed"
"83","999","1","5000","6000","6000","passed"
"84","999","1","4999","5999","5999","passed"
"85","999","1","2502","3502","3502","passed"
"86","999","100000","5","101004","101004","passed"
"87","999","100000","6","101005","101005","passed"
"88","999","100000","5000","105999","105999","passed"
"89","999","100000","4999","105998","105998","passed"
"90","999","100000","2502","103501","103501","passed"
"91","999","99999","5","101003","101003","passed"
"92","999","99999","6","101004","101004","passed"
"93","999","99999","5000","105998","105998","passed"
"94","999","99999","4999","105997","105997","passed"
"95","999","99999","2502","103500","103500","passed"
"96","999","50000","5","51004","51004","passed"
"97","999","50000","6","51005","51005","passed"
"98","999","50000","5000","55999","55999","passed"
"99","999","50000","4999","55998","55998","passed"
"100","999","50000","2502","53501","53501","passed"
"101","500","0","5","505","505","passed"
"102","500","0","6","506","506","passed"
"103","500","0","5000","5500","5500","passed"
"104","500","0","4999","5499","5499","passed"
"105","500","0","2502","3002","3002","passed"
"106","500","1","5","506","506","passed"
"107","500","1","6","507","507","passed"
"108","500","1","5000","5501","5501","passed"
"109","500","1","4999","5500","5500","passed"
"110","500","1","2502","3003","3003","passed"
"111","500","100000","5","100505","100505","passed"
"112","500","100000","6","100506","100506","passed"
"113","500","100000","5000","105500","105500","passed"
"114","500","100000","4999","105499","105499","passed"
"115","500","100000","2502","103002","103002","passed"
"116","500","99999","5","100504","100504","passed"
"117","500","99999","6","100505","100505","passed"
"118","500","99999","5000","105499","105499","passed"
"119","500","99999","4999","105498","105498","passed"
"120","500","99999","2502","103001","103001","passed"
"121","500","50000","5","50505","50505","passed"
"122","500","50000","6","50506","50506","passed"
"123","500","50000","5000","55500","55500","passed"
"124","500","50000","4999","55499","55499","passed"
"125","500","50000","2502","53002","53002","passed"
